id,name,min_far,max_height,min_front_setback,side_setback,rear_setback,city,max_far,max_front_setback,min_dua,max_dua,coverage,max_du_per_parcel,min_lot_size,id_class,city_name
3606,Med Residential,,35.0,10.0,5.0,15.0,16,3.0,,,18.0,50.0,,,3606,
3607,Med-High Residential,,45.0,10.0,0.0,0.0,16,3.0,,,30.0,100.0,,,3607,
3608,Mobile Home Park,,50.0,0.0,0.0,0.0,16,1.5,,,18.0,100.0,,,3608,
3609,Transit Village Medium,,45.0,0.0,0.0,0.0,16,3.0,,,40.0,,,,3609,
3610,Transit Village Mixed Use,,95.0,0.0,0.0,0.0,16,,,,50.0,,,,3610,
3611,Retail/Med Residential,,45.0,0.0,0.0,0.0,16,3.0,,,18.0,85.0,,,3611,
3612,Retail/High Residential,,55.0,,,,16,3.0,,,40.0,,,,3612,
3613,LtInd/Med Residential,,55.0,7.5,5.0,10.0,16,3.0,,,18.0,85.0,,,3613,
3614,Office/High Residential,,150.0,12.0,5.0,15.0,16,3.0,,,40.0,65.0,,,3614,
3615,Office/Med Residential,,95.0,12.0,5.0,15.0,16,3.0,,,18.0,65.0,,,3615,
3616,Retail and Business Service,,55.0,0.0,0.0,0.0,16,3.0,,,75.0,100.0,,,3616,
3617,Office,,35.0,12.0,5.0,15.0,16,3.0,,,75.0,65.0,,,3617,
3618,Business Park,,55.0,7.5,5.0,10.0,16,3.0,,,75.0,85.0,,,3618,
3619,Public/Institutional,,35.0,15.0,5.0,15.0,16,1.5,,,,65.0,,,3619,
3620,Light Industry,,55.0,7.5,5.0,10.0,16,1.5,,,,85.0,,,3620,
3621,General Industry,,55.0,7.5,5.0,10.0,16,1.5,,,,85.0,,,3621,
3622,Agriculture,,,,,,16,,,,,,,,3622,
3623,Parks/Recreation,,,,,,16,,,,,,,,3623,
3624,Open Space,,,,,,16,,,,,,,,3624,
3701,OS,,,,,,17,,,,,,,,3701,
3702,P,,,,,,17,,,,,,,,3702,
3703,CF,,,,,,17,1.0,,,,,,,3703,
3704,VLR,,,,,,17,,,,1.0,,,,3704,
3705,LR,,,,,,17,,,,2.0,,,,3705,
3706,MR,,,,,,17,,,,6.0,,,,3706,
3707,HR,,,,,,17,,,,22.0,,,,3707,
3708,GC,,,,,,17,1.0,,,22.0,,,,3708,
3709,O,,,,,,17,1.0,,,15.0,,,,3709,
3710,DC,,,,,,17,2.0,,,44.0,,,,3710,
3711,LII,,,,,,17,0.55,,,,,,,3711,
3712,O/LI,,,,,,17,0.4,,,,,,,3712,
3801,908 - Rural Residential,,35.0,,,,18,0.2,,,2.0,40.0,,,3801,
3802,908 - Low Density Residential,,35.0,,,,18,0.35,,,5.0,40.0,,,3802,
3803,908 - Sonoma Residential,,35.0,,,,18,0.35,,,8.0,40.0,,,3803,
3804,908 - Medium Density Residential,,30.0,,,,18,0.5,,,11.0,50.0,,,3804,
3805,908 - High Density Residential,,30.0,,,,18,0.7,,,15.0,60.0,,,3805,
3806,908 - Housing Opportunity,,36.0,,,,18,0.7,,,25.0,60.0,,,3806,
3807,908 - Mobile Home Park,,0.3,,,,18,0.3,,,7.0,50.0,,,3807,
3808,908 - Mixed Use,,36.0,,,,18,1.2,,,20.0,100.0,,,3808,
3809,908 - Commercial,,36.0,,,,18,2.0,,,20.0,100.0,,,3809,
3810,908 - Gateway Commercial,,36.0,,,,18,0.8,,,20.0,50.0,,,3810,
3811,908 - Wine Production,,,,,,18,1.0,,,,,,,3811,
3812,908 - Public Facility,,35.0,,,,18,1.0,,,,70.0,,,3812,
3813,908 - Hillside,,30.0,,,,18,,,,0.1,20.0,,,3813,
3814,908 - Park,,,,,,18,,,,,,,,3814,
3815,908 - Agriculture,,30.0,,,,18,,,,0.1,30.0,,,3815,
3902,920 - High Density Residential,,,,,,19,,,,16.0,,,,3902,
3903,920 - Medium-High Density Residential,,,,,,19,,,,12.0,,,,3903,
3904,920 - Mobile Home Park,,,,,,19,,,,12.0,,,,3904,
3905,920 - Medium Density Residential,,,,,,19,,,,8.0,,,,3905,
3906,920 - Low-Medium Density Residential,,,,,,19,,,,6.0,,,,3906,
3907,920 - Low Density Residential,,,,,,19,,,,3.0,,,,3907,
3908,920 - Very Low Density Residential,,,,,,19,,,,0.2,,,,3908,
3909,920 - Mixed Use - Neighborhood Center,,,,,,19,0.25,,,12.0,,,,3909,
3911,920 - Regional Mixed Use,,48.0,,,,19,0.25,,,32.0,,,,3911,
3912,920 - Mixed Use - Town Center,,,,,,19,0.3,,,32.0,,,,3912,
3913,920 - Gateway Commercial,,,,,,19,0.25,,,,,,,3913,
3914,920 - Service Commercial,,,,,,19,0.25,,,,,,,3914,
3915,920 - Retail Commercial,,,,,,19,0.25,,,,,,,3915,
3916,920 - General Business,,,,,,19,0.3,,,,,,,3916,
3917,920 - Light Industrial,,,,,,19,0.35,,,,,,,3917,
3918,920 - Heavy Industrial,,,,,,19,0.5,,,,,,,3918,
3919,920 - Open Space,,,,,,19,,,,0.05,,,,3919,
4001,609 - Residential,,32.0,,,,20,0.25,,,2.0,,,,4001,
4002,609 - Public Facilities and Services,,32.0,,,,20,3.0,,,,,,,4002,
4003,609 - Private Schools,,32.0,,,,20,,,,0.2,,,,4003,
4004,609 - Open Space and Conservation,,,,,,20,,,,,,,,4004,
4005,609 - Private Recreational,,32.0,,,,20,,,,0.1,,,,4005,
4102,RES,,28.0,,,,21,,,,2.9,,,,4102,
4103,RES(X),,28.0,,,,21,,,,2.9,,,,4103,
4104,R1S,,28.0,,,,21,,,,4.4,,,,4104,
4105,R1S(X),,28.0,,,,21,,,,4.4,,,,4105,
4106,R1S(FG),,28.0,,,,21,,,,4.4,,,,4106,
4107,R1U,,28.0,,,,21,,,,6.2,,,,4107,
4108,R1U(X),,28.0,,,,21,,,,6.2,,,,4108,
4109,R1U(LM),,28.0,,,,21,,,,6.2,,,,4109,
4110,R2,,28.0,,,,21,,,,12.4,,,,4110,
4111,R2(X),,28.0,,,,21,,,,12.4,,,,4111,
4112,R3,,35.0,,,,21,,,,18.5,,,,4112,
4113,R3(X),,35.0,,,,21,,,,18.5,,,,4113,
4114,R3A,,35.0,,,,21,,,,18.5,,,,4114,
4115,R3A(X),,35.0,,,,21,,,,18.5,,,,4115,
4116,H,,,,,,21,0.45,,,18.5,,,,4116,
4117,R4,,40.0,,,,21,,,,40.0,,,,4117,
4118,R4(X),,40.0,,,,21,,,,40.0,,,,4118,
4119,RLU,,35.0,,,,21,1.5,,,40.0,,,,4119,
4120,RLU(X),,35.0,,,,21,1.5,,,40.0,,,,4120,
4121,R3C,,35.0,,,,21,3.0,,,18.5,,,,4121,
4122,RC,,35.0,,,,21,3.0,,,18.5,,,,4122,
4123,C1,,35.0,,,,21,0.3,,,,,,,4123,
4124,C1(X),,35.0,,,,21,0.3,,,,,,,4124,
4125,C1A,,35.0,,,,21,0.4,,,,,,,4125,
4126,C1B,,35.0,,,,21,0.4,,,,,,,4126,
4127,C1C,,35.0,,,,21,0.25,,,,,,,4127,
4128,C1C(X),,35.0,,,,21,0.25,,,,,,,4128,
4129,C2,,30.0,,,,21,0.4,,,,,,,4129,
4130,C2A,,15.0,,,,21,0.4,,,,,,,4130,
4131,C2B,,30.0,,,,21,0.4,,,,,,,4131,
4132,C2S,,30.0,,,,21,0.5,,,18.5,,,,4132,
4133,C3,,30.0,,,,21,1.0,,,18.5,,,,4133,
4134,C4,,30.0,,,,21,0.4,,,,,,,4134,
4135,C4(X),,30.0,,,,21,0.4,,,,,,,4135,
4136,P,,,,,,21,0.0,,,,,,,4136,
4137,C4(ECR),,30.0,,,,21,0.55,,,18.5,,,,4137,
4138,PD(1),,35.0,,,,21,1.0,,,75.0,,,,4138,
4139,PD(2),,35.0,,,,21,1.0,,,75.0,,,,4139,
4140,PD(3),,35.0,,,,21,1.0,,,75.0,,,,4140,
4141,PD(4),,35.0,,,,21,1.0,,,75.0,,,,4141,
4142,PD(5),,35.0,,,,21,1.0,,,75.0,,,,4142,
4143,PD(6),,35.0,,,,21,1.0,,,75.0,,,,4143,
4144,PD(8),,35.0,,,,21,1.0,,,75.0,,,,4144,
4145,M1,,32.0,,,,21,0.45,,,,,,,4145,
4146,M2,,35.0,,,,21,0.55,,,,,,,4146,
4147,M2(X),,35.0,,,,21,0.55,,,,,,,4147,
4148,M3(X),,45.0,,,,21,0.45,,,,,,,4148,
4149,OSC,,,,,,21,0.025,,,,,,,4149,
4150,PF,,,,,,21,0.3,,,,,,,4150,
4151,FP,,,,,,21,,,,,,,,4151,
4152,AAGP,,,,,,21,,,,,,,,4152,
4153,U,,,,,,21,,,,,,,,4153,
4201,708 - Lower Density Residential ,,,,,,22,,,,1.0,,,,4201,
4202,708 - Medium Density Residential,,,,,,22,,,,2.0,,,,4202,
4203,708 - Higher Density Residential,,,,,,22,,,,5.0,,,,4203,
4204,708 - Open Space,,,,,,22,,,,,,,,4204,
4301,709 - Residential Estate,,30.0,,,,23,0.6,,,1.0,30.0,,40000.0,4301,
4302,709 - Single Family Low Density Residential,,30.0,,,,23,0.8,,,3.0,40.0,,12000.0,4302,
4303,709 - Single Family Medium Density Residential,,30.0,,,,23,1.0,,,5.0,50.0,,7000.0,4303,
4304,709 - Multi-Family Low Density Residential,,30.0,,,,23,1.0,,,14.0,50.0,,6000.0,4304,
4305,709 - Multi-Family Medium Density Residential,,30.0,,,,23,1.2,,,21.0,60.0,,6000.0,4305,
4307,709 - Commercial,,30.0,,,,23,1.0,,,,50.0,,20000.0,4307,
4308,709 - Non-Retail Commercial,,35.0,,,,23,1.0,,,,50.0,,6000.0,4308,
4309,709 - General Commercial,,35.0,,,,23,1.0,,,,50.0,,10000.0,4309,
4311,709 - Industrial,,50.0,,,,23,1.8,,,,60.0,,20000.0,4311,
4312,709 - Office Industrial,,50.0,,,,23,1.5,,,,50.0,,20000.0,4312,
4313,709 - Campus Industrial,,35.0,,,,23,0.4,,,,20.0,,871200.0,4313,
4314,709 - Public Facilities,,35.0,,,,23,1.0,,,,50.0,,,4314,
4315,709 - Rural County Residential,,,,,,23,,,,0.5,20.0,,217800.0,4315,
4316,709 - Open Space,,,,,,23,,,,,,,,4316,
4401,710 - Low Density Residential,,,,,,24,,,,6.0,,,,4401,
4402,710 - Mobile Home Park,,,,,,24,,,,14.0,,,,4402,
4403,710 - Medium-Low Density Residential,,,,,,24,,,,12.0,,,,4403,
4405,710 - Medium-High Density Residential,,,,,,24,,,,35.0,,,,4405,
4406,710 - High Density Residential,,,,,,24,,,,80.0,,,,4406,
4407,710 - Neighborhood Commercial,,,,,,24,0.35,,,,,,,4407,
4408,710 - General Commercial,,,,,,24,0.4,,,,,,,4408,
4409,710 - Linear Commercial/Residential,,,,,,24,0.35,,,43.0,,,,4409,
4410,710 - Regional Commercial,,,,,,24,0.5,,,,,,,4410,
4411,710 - Downtown Commercial,,,,,,24,3.0,,,75.0,,,,4411,
4412,710 - Office,,,,,,24,0.35,,,,,,,4412,
4413,710 - General Industrial,,,,,,24,0.55,,,,,,,4413,
4414,710 - Institutional,,,,,,24,0.4,,,,,,,4414,
4415,710 - Parks and Schools,,,,,,24,0.1,,,,,,,4415,
4416,710 - Regional Park,,,,,,24,0.1,,,,,,,4416,
4417,710 - Agriculture,,,,,,24,0.1,,,,,,,4417,
4418,710 - Institutional,,,,,,24,1.25,,,,,,,4418,
4419,710 - Open Space,,,,,,24,,,,,,,,4419,
4501,Single Family Res,,30.0,20.0,6.0,20.0,25,0.45,,,7.0,,,,4501,
4502,Multi-Family Res,,40.0,20.0,10.0,16.0,25,1.0,,,40.0,,,,4502,
4505,Multi-Family Res (w/Hotel Overlay),,40.0,20.0,10.0,16.0,25,1.0,,,40.0,,,,4505,
4506,Neighborhood Commercial,,25.0,10.0,20.0,0.0,25,0.4,,,,50.0,,,4506,
4507,Regional/Community Commercial,,50.0,0.0,0.0,0.0,25,2.0,,,,,,,4507,
4508,Service Commercial,,50.0,10.0,0.0,0.0,25,0.4,,,,,,,4508,
4509,SOFA I CAP,,,,,,25,1.15,,,75.0,,,,4509,
4510,SOFA II CAP,,,,,,25,1.15,,,75.0,,,,4510,
4511,Hotel Commercial,,,,,,25,1.5,,,,,,,4511,
4512,Research/Office Park,,50.0,50.0,20.0,20.0,25,0.5,,,,30.0,,,4512,
4513,Light Industrial,,,,,,25,0.5,,,,,,,4513,
4514,School District Land,,,,,,25,1.0,,,,,,,4514,
4515,Major Institution/Special Facility,,,,,,25,1.5,,,,,,,4515,
4516,MIUL/Campus Single Family,,,,,,25,,,,50.0,,,,4516,
4517,MIUL/Campus Multiple Family,,,,,,25,,,,25.0,,,,4517,
4518,MIUL/Campus Educational Facility,,,,,,25,3.0,,,75.0,,,,4518,
4519,MIUL/Academic Reserve and Open Space,,,,,,25,,,,,,,,4519,
4520,Public Conservation Land,,,,,,25,,,,,,,,4520,
4521,Public Park,,,,,,25,,,,,,,,4521,
4522,Streamside Open Space,,,,,,25,,,,,,,,4522,
4523,Open Space/Controlled Development,,,,,,25,,,,2.0,,,,4523,
4601,Transit Residential,,45.0,15.0,5.0,25.0,26,12.0,,,250.0,,,6000.0,4601,
4602,Urban Residential,,45.0,15.0,5.0,25.0,26,4.0,,,95.0,,,6000.0,4602,
4603,Mixed Use Neighborhood,,45.0,15.0,5.0,25.0,26,2.0,,,30.0,,,6000.0,4603,
4604,Residential Neighborhood,,35.0,25.0,5.0,20.0,26,0.7,,,150.0,,,5445.0,4604,
4605,Rural Residential,,35.0,30.0,15.0,25.0,26,0.35,,,2.0,,,20000.0,4605,
4606,Lower Hillside,,35.0,50.0,20.0,30.0,26,0.35,,,0.2,,,217800.0,4606,
4607,Downtown,,285.0,0.0,0.0,0.0,26,15.0,,,350.0,,,,4607,
4608,Commercial Downtown,,285.0,0.0,0.0,0.0,26,15.0,,,,,,,4608,
4609,Urban Village,,65.0,0.0,0.0,0.0,26,10.0,,,250.0,,,6000.0,4609,
4610,Transit Employment Center,,35.0,15.0,0.0,0.0,26,12.0,,,,,,6000.0,4610,
4611,Regional Commercial,,65.0,25.0,0.0,0.0,26,12.0,,,,,,43560.0,4611,
4612,Mixed Use Commercial,,50.0,15.0,0.0,0.0,26,3.0,,,50.0,,,6000.0,4612,
4613,Neighborhood/Community Commercial,,50.0,0.0,0.0,0.0,26,2.0,,,,,,6000.0,4613,
4614,Combined Industrial/Commercial,,45.0,15.0,0.0,0.0,26,12.0,,,,,,6000.0,4614,
4615,Industrial Park,,45.0,15.0,0.0,0.0,26,10.0,,,,,,10000.0,4615,
4616,Light Industrial,,45.0,15.0,0.0,0.0,26,1.5,,,,,,10000.0,4616,
4617,Heavy Industrial,,45.0,15.0,0.0,0.0,26,1.5,,,,,,6000.0,4617,
4619,Transportation and Utilities,,,,,,26,,,,,,,,4619,
4620,Agriculture,,35.0,50.0,50.0,50.0,26,0.8,,,0.05,,,817200.0,4620,
4621,Private Recreation and Open Space,,35.0,50.0,50.0,50.0,26,0.02,,,,,,817200.0,4621,
4622,"Open Space, Parklands and Habitat",,35.0,50.0,50.0,50.0,26,0.02,,,,,,817200.0,4622,
4623,Open Hillside,,35.0,50.0,50.0,50.0,26,0.02,,,0.05,,,817200.0,4623,
4701,Very Low Density Residential,,,,,,27,,,,10.0,,,,4701,
4702,Low Density Residential,,,,,,27,,,,18.0,,,,4702,
4703,Medium Density Residential,,,,,,27,,,,36.0,,,,4703,
4704,High Density Residential,,,,,,27,,,,50.0,,,,4704,
4705,Neighborhood Commercial,,,,,,27,0.4,,,,,,,4705,
4706,Community Commercial,,,,,,27,0.5,,,,,,,4706,
4707,Regional Commercial,,,,,,27,0.6,,,,,,,4707,
4708,Neighborhood Mixed Use,,,,,,27,3.0,,,36.0,,,,4708,
4709,Community Mixed Use,,,,,,27,3.0,,,36.0,,,,4709,
4710,Regional Mixed Use,,,,,,27,3.0,,,50.0,,,,4710,
4711,High Intensity Office/R&D,,,,,,27,2.0,,,,,,,4711,
4712,Low Intensity Office/R&D,,,,,,27,1.0,,,,,,,4712,
4713,Light Industrial,,,,,,27,0.6,,,,,,,4713,
4714,Heavy Industrial,,,,,,27,0.45,,,,,,,4714,
4715,Public/Quasi Public,,,,,,27,1.5,,,,,,,4715,
4716,Parks/Open Space,,,,,,27,,,,,,,,4716,
4718,Downtown Core,,,,,,27,2.0,,,75.0,,,,4718,
4801,RHC,,30.0,30.0,20.0,50.0,28,0.5,,,0.5,25.0,,87120.0,4801,
4802,RVLD,,30.0,30.0,25.0,20.0,28,0.7,,,1.09,35.0,,40000.0,4802,
4803,RLD,,30.0,30.0,20.0,15.0,28,0.9,,,2.18,45.0,,20000.0,4803,
4804,M-15,,30.0,25.0,17.0,12.0,28,1.2,,,2.9,60.0,,15000.0,4804,
4805,M-12.5,,30.0,25.0,15.0,10.0,28,1.2,,,3.48,60.0,,12500.0,4805,
4806,M-10,,30.0,25.0,15.0,10.0,28,1.2,,,4.35,60.0,,10000.0,4806,
4807,RMF,,30.0,,,,28,0.8,,,14.5,40.0,,,4807,
4808,PDR,,30.0,,,,28,0.7,,,12.45,35.0,,,4808,
4811,PA,,30.0,25.0,10.0,25.0,28,0.6,,,20.0,30.0,,12000.0,4811,
4812,CR,,30.0,10.0,0.0,0.0,28,1.2,,,20.0,60.0,,10000.0,4812,
4813,CFS,,30.0,,,,28,1.5,,,,,,,4813,
4814,OS-H,,30.0,,,,28,,,,0.05,,,,4814,
4815,OS-MR,,,,,,28,,,,,,,,4815,
4816,OS-OR,,30.0,,,,28,,,,0.25,,,,4816,
4817,OS-P,,,,,,28,,,,,,,,4817,
4818,PUC,,,,,,28,,,,,,,,4818,
4901,Low Res.,,30.0,15.0,4.0,20.0,29,,,,7.0,45.0,,,4901,
4902,Low Med Res.,,30.0,15.0,4.0,20.0,29,,,,14.0,40.0,,,4902,
4903,Med Res.,,35.0,15.0,6.0,20.0,29,,,,27.0,40.0,,,4903,
4904,High Res.,,55.0,20.0,9.0,20.0,29,,,,45.0,40.0,,,4904,
4905,Very High Res.,,55.0,20.0,9.0,20.0,29,,,,65.0,40.0,,,4905,
4906,Mobile Home Res.,,30.0,,,,29,,,,12.0,,,,4906,
4907,Neighborhood Com,,40.0,70.0,,,29,1.5,,,,35.0,,,4907,
4908,General Business,,75.0,20.0,,,29,0.55,,,,35.0,,,4908,
4909,Com Intensificat,,75.0,,,,29,0.55,,,,,,,4909,
4910,Ind Intensificat,,75.0,,,,29,0.7,,,,,,,4910,
4911,Office,,30.0,20.0,,,29,3.0,,,,40.0,,,4911,
4912,Industry,,75.0,25.0,,,29,0.35,,,,45.0,,,4912,
4913,Parks,,,,,,29,,,,,,,,4913,
4914,Schools,,,,,,29,,,,,,,,4914,
4915,Environmental,,,,,,29,,,,,,,,4915,
4916,Civic Center,,,,,,29,1.5,,,,,,,4916,
4917,Ind. to Res. (Lo,,,,,,29,0.35,,,14.0,,,,4917,
4918,Ind. to Res. (Me,,,,,,29,0.35,,,27.0,,,,4918,
4919,ITR Med to High,,,,,,29,0.35,,,45.0,,,,4919,
4921,Lakeside,,78.0,25.0,25.0,25.0,29,3.0,,,47.0,,,,4921,
4922,Moffett Park,,,,,,29,3.0,,,,,,,4922,
4923,DSP,,,,,,29,3.0,,,75.0,,,,4923,
5001,RS-3,,28.0,20.0,10.0,20.0,30,,,,3.0,25.0,,10000.0,5001,
5002,RS-6,,28.0,15.0,5.0,15.0,30,,,,6.0,50.0,,5000.0,5002,
5003,RM-20,,35.0,15.0,5.0,15.0,30,0.75,,,20.0,65.0,,6000.0,5003,
5004,RM-59,,50.0,15.0,5.0,15.0,30,2.0,,,59.0,75.0,,10000.0,5004,
5005,MU-DC,,50.0,0.0,0.0,0.0,30,2.5,,,50.0,,,5000.0,5005,
5006,MU-D,,50.0,0.0,0.0,0.0,30,2.5,,,50.0,,,5000.0,5006,
5007,MU-SA,,50.0,0.0,0.0,0.0,30,2.5,,,50.0,,,5000.0,5007,
5008,MU-SC,,50.0,0.0,0.0,0.0,30,3.0,,,59.0,,,5000.0,5008,
5009,MU-NB,,50.0,5.0,0.0,0.0,30,2.5,,,50.0,,,5000.0,5009,
5010,MU-SB,,50.0,0.0,0.0,0.0,30,2.5,,,50.0,,,5000.0,5010,
5011,MU-N,,50.0,5.0,0.0,0.0,30,2.0,,,20.0,,,5000.0,5011,
5012,NR,,35.0,0.0,10.0,15.0,30,1.0,,,,,,5000.0,5012,
5013,GCI,,50.0,10.0,0.0,0.0,30,2.0,,,,,,5000.0,5013,
5014,IA,,28.0,0.0,0.0,0.0,30,1.0,,,,,,5000.0,5014,
5015,IL,,75.0,5.0,0.0,0.0,30,0.5,,,,,,5000.0,5015,
5016,IH,,50.0,5.0,0.0,0.0,30,2.0,,,,,,10000.0,5016,
5017,IP,,100.0,20.0,0.0,0.0,30,2.0,,,,,,20000.0,5017,
5018,P,,30.0,30.0,10.0,20.0,30,,,,,,,,5018,
5019,A,,50.0,15.0,0.0,0.0,30,1.5,,,,60.0,,20000.0,5019,
5020,OS,,30.0,30.0,10.0,20.0,30,,,,,10.0,,,5020,
5021,PK,,30.0,30.0,10.0,20.0,30,,,,,,,,5021,
5101,Single Family,,24.0,,,,31,,,,9.0,,,,5101,
5102,Low Density Multi-Family,,24.0,,,,31,,,,17.0,,,,5102,
5103,Medium Density Multi-Family,,55.0,,,,31,,,,35.0,,,,5103,
5104,High Density Multi-Family,,55.0,,,,31,,,,50.0,,,,5104,
5105,Neighborhood Commercial,,55.0,,,,31,1.0,,,75.0,,,,5105,
5106,Regional/Community Commercial,,55.0,,,,31,2.5,,,,,,,5106,
5107,Downtown Retail Core,,55.0,,,,31,3.0,,,,,,,5107,
5108,Service Commercial,,30.0,,,,31,1.0,,,,,,,5108,
5109,Manufacturing,,90.0,,,,31,1.0,,,,,,,5109,
5110,Executive Office,,55.0,,,,31,1.0,,,,,,,5110,
5111,Downtown Retail Core Support,,55.0,,,,31,3.0,,,50.0,,,,5111,
5112,Transit-Oriented Development,,55.0,,,,31,3.0,,,50.0,,,,5112,
5113,Executive Office &Med Density Multi-Family (split LU),,45.0,,,,31,1.0,,,35.0,,,,5113,
5114,Executive Office/ High Density Multi-Family,,55.0,,,,31,1.0,,,50.0,,,,5114,
5115,Neighborhood Commercial/ Medium-High Density Multi-Family,,35.0,,,,31,1.0,,,50.0,,,,5115,
5116,Regional/Community Commercial/ High Density Multi-Family,,55.0,,,,31,2.5,,,50.0,,,,5116,
5117,Public Facility,,75.0,,,,31,1.5,,,,,,,5117,
5118,Parks/ Open Space,,32.0,,,,31,,,,,,,,5118,
5119,Utilities,,32.0,,,,31,1.5,,,,,,,5119,
5120,Transportation Corridor,,32.0,,,,31,,,,,,,,5120,
5121,Major Institution/ Special Facility,,90.0,,,,31,1.5,,,,,,,5121,
5201,618 - Low Density Residential,,28.0,15.0,5.0,20.0,32,0.5,,,8.0,50.0,,5000.0,5201,
5202,618 - Medium Density Residential,,35.0,15.0,5.0,20.0,32,1.0,,,18.0,50.0,,5000.0,5202,
5203,618 - High Density Residential,,50.0,15.0,5.0,10.0,32,,,,30.0,65.0,,5000.0,5203,
5204,618 - Downtown Low Density Residential,,28.0,15.0,5.0,20.0,32,0.7,,,15.0,,,5000.0,5204,
5205,618 - Downtown Medium Density Residential,,35.0,15.0,5.0,20.0,32,1.25,,,31.3,,,5000.0,5205,
5206,618 - Downtown High Density Residential,,50.0,15.0,5.0,10.0,32,,,,50.0,,,5000.0,5206,
5214,618 - Downtown Commercial,,60.0,0.0,0.0,0.0,32,3.0,,,50.0,50.0,,5000.0,5214,
5215,618 - Office,,80.0,10.0,0.0,0.0,32,2.5,,,,60.0,,15000.0,5215,
5216,618 - Community Commercial,,50.0,10.0,0.0,0.0,32,0.5,,,,50.0,,5000.0,5216,
5217,618 - Regional Commercial,,50.0,10.0,0.0,0.0,32,0.5,,,,50.0,,5000.0,5217,
5218,618 - Business Commercial,,50.0,20.0,0.0,0.0,32,1.0,,,,50.0,,10000.0,5218,
5219,618 - Coastal Commercial,,50.0,20.0,0.0,0.0,32,1.0,,,,50.0,,10000.0,5219,
5220,618 - Business and Technology Park,,,20.0,0.0,0.0,32,1.0,,,,60.0,,10000.0,5220,
5222,618 - Mixed Industrial,,65.0,20.0,10.0,10.0,32,0.6,,,,60.0,,10000.0,5222,
5223,618 - Mixed Industrial/ Coastal Commercial,,65.0,20.0,10.0,10.0,32,1.5,,,,60.0,,10000.0,5223,
5224,618 - Public,,30.0,10.0,5.0,5.0,32,,,,,,,,5224,
5225,618 - Transportation Center,,,,,,32,3.0,,,,,,,5225,
5226,618 - Park and Recreation,,30.0,20.0,10.0,0.0,32,,,,,25.0,,43560.0,5226,
5227,618 - Open Space,,30.0,20.0,10.0,0.0,32,,,,1.147e-06,25.0,,43560.0,5227,
5301,619 - Residential,,28.0,30.0,15.0,25.0,33,,,,2.18,,,20000.0,5301,
5302,619 - Suburban Residential,,30.0,50.0,20.0,25.0,33,,,,1.0,,,43560.0,5302,
5303,619 - Rural Residential,,30.0,50.0,50.0,50.0,33,,,,0.33,,,130680.0,5303,
5304,619 - Special Conservation Planning - 10,,30.0,50.0,50.0,50.0,33,,,,0.1,,,435600.0,5304,
5305,619 - Special Conservation Planning - 5,,30.0,50.0,50.0,50.0,33,,,,0.2,,,217800.0,5305,
5306,619 - Special Conservation Planning - 7.5,,30.0,50.0,50.0,50.0,33,,,,0.13,,,326700.0,5306,
5307,619 - Commercial,,40.0,0.0,0.0,25.0,33,1.0,,,,,,10000.0,5307,
5401,Very Low Density Residential,,30.0,20.0,5.0,10.0,34,,,,4.0,40.0,,,5401,
5402,Low Density Residential,,30.0,20.0,5.0,10.0,34,,,,8.0,50.0,,,5402,
5403,Medium Density Residential,,30.0,20.0,5.0,10.0,34,,,,17.0,50.0,,,5403,
5404,High Density Residential,,40.0,20.0,5.0,5.0,34,3.0,,,80.0,75.0,,,5404,
5405,General Commercial,,40.0,0.0,0.0,0.0,34,0.5,,,75.0,100.0,,,5405,
5406,Industrial and Utility,,40.0,25.0,10.0,10.0,34,1.5,,,,50.0,,,5406,
5407,Park and Open Space,,,,,,34,,,,,,,,5407,
5408,Public and Quasi-Public,,,,,,34,0.25,,,,,,,5408,
5409,MSASP Commercial Mixed Use-45,,45.0,,,,34,0.5,,,,,,,5409,
5410,MSASP Commercial Mixed Use-70,,70.0,,,,34,2.0,,,,,,,5410,
5411,MSASP Commercial Mixed Use-75,,75.0,,,,34,2.0,,,,,,,5411,
5412,MSASP General Com Residential MU-30,,30.0,,,,34,0.5,,,75.0,,,,5412,
5413,MSASP General Com Residential MU-45,,45.0,,,,34,0.5,,,75.0,,,,5413,
5414,MSASP General Com Residential MU-55,,55.0,,,,34,0.5,,,75.0,,,,5414,
5415,MSASP General Commercial-30,,30.0,,,,34,0.5,,,,,,,5415,
5416,MSASP General Commercial-45,,45.0,,,,34,0.5,,,,,,,5416,
5417,MSASP Quasi-Public,,,,,,34,1.5,,,,,,,5417,
5418,MSASP Quasi-Public-30,,30.0,,,,34,0.3,,,,,,,5418,
5501,Open Space Residential,,35.0,25.0,20.0,25.0,35,,,,4.591000000000001e-06,30.0,,,5501,
5502,Very Low Density Residential,,35.0,25.0,15.0,25.0,35,,,,2.0,30.0,,,5502,
5503,Low Density Residential,,35.0,15.0,5.0,20.0,35,,,,9.0,40.0,,5000.0,5503,
5504,Medium Density Residential,,35.0,15.0,5.0,20.0,35,,,,15.0,50.0,,5000.0,5504,
5505,High Density Residential,,35.0,15.0,5.0,20.0,35,,,,21.0,60.0,,5000.0,5505,
5506,Mixed Use,,35.0,0.0,0.0,0.0,35,1.75,,,21.78,,,5000.0,5506,
5507,Commercial,,35.0,0.0,0.0,0.0,35,1.75,,,21.78,,,5000.0,5507,
5508,Public/Institutional,,,,,,35,,,,,,,,5508,
